production_order_id,product_id,plant_id,planned_qty,actual_qty,start_date,end_date,defect_rate_pct,production_cost
PO002172,P00200,,500,50,2023-01-08,2023-02-04,0.5,
PO002173,P00214,,100,5000,2022-01-22,2024-05-19,1.2,25000
PO002174,P00101,PLANT-A,500,,2023-03-29,2023-03-28,1.2,
PO002175,P00072,PLANT-A,100,50,2024-12-27,2024-06-01,15,80000
PO002176,P00241,Plant_A,100,1800,2023-04-10,2025-01-27,15,
PO002177,P00092,,,5000,2023-02-14,2022-02-08,1.2,
PO002178,P00121,PLANT-A,500,5000,2024-02-01,2022-01-22,0.5,25000
PO002179,P00123,Plant_A,,5000,2022-09-23,2023-08-02,3.5,-5000
PO002180,P00083,PLANT-A,500,400,2023-08-19,2022-08-10,1.2,
PO002181,P00268,Plant_A,,50,2022-05-02,2022-06-15,3.5,-5000
PO002182,P00149,,2000,5000,2022-01-16,2024-07-26,,
PO002183,P00008,,2000,5000,2022-10-01,2023-08-11,1.2,25000
PO002184,P00024,PLANT-A,,1800,2024-12-13,2023-11-10,,-5000
PO002185,P00251,,,5000,2022-08-08,2024-05-23,1.2,10000
PO002186,P00040,Plant_B,,5000,2022-09-05,2024-02-24,1.2,-5000
PO002187,P00130,Plant_A,2000,50,2024-10-06,2022-10-14,3.5,
PO002188,P00220,Plant_A,,1800,2022-02-05,2023-02-14,1.2,-5000
PO002189,P00091,Plant_A,500,50,2022-11-06,2024-09-04,15,25000
PO002190,P00019,Plant_B,100,400,2023-10-13,2024-09-07,1.2,-5000
PO002191,P00019,,100,1800,2023-04-20,2024-04-13,,
PO002192,P00105,Plant_A,500,400,2022-11-05,2022-07-14,1.2,-5000
PO002193,P00045,Plant_B,100,,2024-06-09,2024-03-28,3.5,80000
PO002194,P00299,,100,400,2023-12-14,2023-02-19,3.5,10000
PO002195,P00105,PLANT-A,,,2024-10-01,2024-06-30,3.5,10000
PO002196,P00232,Plant_B,500,1800,2024-11-24,2024-01-04,1.2,80000
PO002197,P00231,Plant_B,100,1800,2023-09-02,2022-11-13,0.5,
PO002198,P00190,PLANT-A,2000,5000,2022-04-06,2023-10-09,,25000
PO002199,P00054,Plant_A,2000,400,2022-05-12,2024-09-11,15,
PO002200,P00236,PLANT-A,,,2022-06-20,2023-07-23,,25000
PO002201,P00071,,500,50,2023-12-07,2023-09-17,0.5,25000
PO002202,P00171,PLANT-A,,400,2024-07-18,2023-04-14,15,25000
PO002203,P00210,Plant_B,100,,2023-02-22,2022-09-02,1.2,80000
PO002204,P00062,Plant_A,500,50,2024-06-23,2023-01-09,1.2,10000
PO002205,P00166,Plant_A,100,5000,2023-06-09,2022-10-03,0.5,10000
PO002206,P00033,PLANT-A,2000,1800,2022-07-05,2023-11-01,3.5,10000
PO002207,P00133,,2000,50,2024-12-12,2023-06-14,1.2,80000
PO002208,P00086,Plant_B,100,400,2024-08-20,2023-06-06,1.2,-5000
PO002209,P00038,,2000,400,2023-02-21,2022-03-13,1.2,
PO002210,P00232,,100,5000,2024-07-29,2022-05-11,,25000
PO002211,P00131,Plant_A,500,50,2022-12-10,2025-01-31,0.5,80000
PO002212,P00107,Plant_B,2000,,2022-06-23,2022-03-10,3.5,10000
PO002213,P00234,PLANT-A,100,5000,2022-02-03,2024-07-05,,
PO002214,P00068,,,5000,2022-04-15,2022-09-12,1.2,80000
PO002215,P00247,PLANT-A,500,50,2024-08-22,2022-12-03,0.5,10000
PO002216,P00168,Plant_A,2000,1800,2023-09-27,2024-07-20,1.2,
PO002217,P00253,,2000,,2023-03-14,2024-08-23,15,25000
PO002218,P00052,Plant_A,100,50,2024-04-30,2025-01-22,15,-5000
PO002219,P00037,Plant_A,500,1800,2022-05-09,2023-12-17,3.5,25000
PO002220,P00109,,2000,5000,2023-12-10,2023-03-17,1.2,
PO002221,P00218,Plant_B,500,5000,2024-10-04,2022-06-16,,80000
PO002222,P00068,Plant_B,2000,400,2022-12-01,2023-06-16,0.5,10000
PO002223,P00001,Plant_B,,400,2023-09-13,2022-01-19,15,80000
PO002224,P00099,Plant_A,,50,2022-02-24,2024-11-06,15,-5000
PO002225,P00294,,500,400,2022-08-14,2024-04-11,15,-5000
PO002226,P00188,,,1800,2022-02-28,2024-08-15,1.2,10000
PO002227,P00208,PLANT-A,100,5000,2023-01-05,2024-01-11,15,10000
PO002228,P00271,PLANT-A,,1800,2024-10-04,2024-08-20,,80000
PO002229,P00031,,100,,2024-03-07,2022-10-15,,
PO002230,P00104,PLANT-A,,50,2022-01-05,2023-06-02,,10000
PO002231,P00072,Plant_B,500,1800,2022-03-09,2024-11-17,15,-5000
PO002232,P00146,Plant_B,2000,50,2024-07-01,2022-03-07,0.5,10000
PO002233,P00051,,100,50,2023-12-18,2023-07-26,15,25000
PO002234,P00140,Plant_A,2000,400,2024-11-29,2022-10-30,3.5,
PO002235,P00080,PLANT-A,2000,400,2022-04-18,2022-01-24,3.5,25000
PO002236,P00288,,,,2022-12-04,2022-03-19,,-5000
PO002237,P00012,,,,2022-01-30,2024-01-29,0.5,10000
PO002238,P00135,,500,1800,2023-05-28,2023-02-18,0.5,-5000
PO002239,P00166,PLANT-A,100,5000,2024-12-25,2024-07-22,1.2,-5000
PO002240,P00113,Plant_B,100,,2022-02-14,2023-08-17,15,-5000
PO002241,P00049,Plant_A,2000,5000,2024-05-18,2022-06-28,3.5,80000
PO002242,P00060,,100,5000,2022-11-05,2024-12-01,3.5,
PO002243,P00139,Plant_B,100,5000,2022-01-07,2023-02-10,3.5,
PO002244,P00099,Plant_A,2000,1800,2023-01-08,2024-07-26,,25000
PO002245,P00290,Plant_A,100,400,2024-04-07,2023-08-31,3.5,80000
PO002246,P00060,,,,2024-04-19,2024-03-16,15,25000
PO002247,P00150,PLANT-A,500,1800,2023-11-13,2023-07-10,3.5,
PO002248,P00041,Plant_B,500,,2023-07-04,2022-03-16,3.5,
PO002249,P00085,PLANT-A,100,400,2023-02-28,2024-03-07,15,
PO002250,P00022,,100,50,2022-10-24,2022-06-13,0.5,-5000
PO002251,P00047,,2000,50,2022-06-03,2024-02-02,15,25000
PO002252,P00194,,,50,2022-03-21,2022-04-07,1.2,25000
PO002253,P00134,PLANT-A,,5000,2023-01-27,2022-04-01,,-5000
PO002254,P00099,Plant_A,100,50,2024-11-02,2023-09-21,1.2,25000
PO002255,P00023,PLANT-A,500,5000,2023-11-11,2023-09-18,0.5,
PO002256,P00043,PLANT-A,100,1800,2022-11-21,2023-05-29,3.5,10000
PO002257,P00148,,500,5000,2023-02-25,2022-05-24,3.5,25000
PO002258,P00150,Plant_B,2000,1800,2024-06-08,2022-05-30,3.5,80000
PO002259,P00013,,500,,2022-08-27,2024-08-25,,25000
PO002260,P00232,PLANT-A,,400,2023-08-26,2023-03-23,1.2,80000
PO002261,P00021,,500,1800,2023-07-19,2023-03-25,0.5,25000
PO002262,P00076,Plant_A,2000,50,2022-08-06,2022-11-14,1.2,
PO002263,P00210,Plant_B,100,1800,2022-09-05,2022-09-08,3.5,80000
PO002264,P00217,,2000,50,2022-04-01,2023-04-02,15,80000
PO002265,P00284,Plant_B,2000,50,2022-01-24,2024-11-10,15,-5000
PO002266,P00147,Plant_A,100,50,2022-11-14,2024-01-05,15,10000
PO002267,P00223,Plant_B,2000,400,2024-08-25,2022-07-21,15,-5000
PO002268,P00163,,2000,1800,2023-06-04,2024-02-21,3.5,
PO002269,P00260,PLANT-A,100,50,2022-05-26,2024-11-07,3.5,10000
PO002270,P00069,,500,400,2023-01-12,2022-03-03,15,80000
PO002271,P00086,Plant_A,500,5000,2024-11-14,2024-04-13,0.5,-5000
PO002272,P00249,Plant_B,100,50,2024-08-03,2022-11-15,1.2,10000
PO002273,P00035,PLANT-A,2000,1800,2023-08-17,2024-04-12,15,-5000
PO002274,P00142,PLANT-A,,50,2022-12-24,2022-04-07,1.2,
PO002275,P00244,Plant_B,100,5000,2023-01-28,2022-01-14,1.2,25000
PO002276,P00177,PLANT-A,,1800,2024-09-25,2022-12-08,,25000
PO002277,P00183,,100,1800,2022-01-23,2022-04-24,3.5,-5000
PO002278,P00208,,,400,2022-02-09,2022-08-07,,10000
PO002279,P00034,PLANT-A,,1800,2023-05-19,2023-06-20,,80000
PO002280,P00039,PLANT-A,,5000,2023-03-25,2024-09-08,15,10000
PO002281,P00097,Plant_A,2000,5000,2022-04-18,2024-08-09,3.5,10000
PO002282,P00203,,2000,50,2024-01-18,2024-07-11,1.2,
PO002283,P00202,PLANT-A,2000,5000,2022-07-14,2023-11-28,,80000
PO002284,P00219,Plant_B,500,50,2024-02-26,2024-10-16,15,10000
PO002285,P00299,PLANT-A,2000,,2023-09-01,2022-09-17,15,80000
PO002286,P00100,Plant_B,,5000,2022-11-06,2023-02-21,1.2,-5000
PO002287,P00229,Plant_A,100,5000,2023-01-05,2022-05-03,1.2,10000
PO002288,P00054,PLANT-A,2000,1800,2022-03-27,2022-03-24,0.5,10000
PO002289,P00050,PLANT-A,,50,2023-08-11,2022-04-16,,25000
PO002290,P00073,Plant_A,2000,400,2024-03-10,2024-06-01,3.5,80000
PO002291,P00003,Plant_B,500,50,2022-07-28,2022-11-10,,25000
PO002292,P00159,Plant_B,100,400,2023-12-01,2024-01-01,1.2,10000
PO002293,P00175,Plant_B,100,400,2024-11-01,2024-06-25,1.2,-5000
PO002294,P00184,PLANT-A,2000,400,2022-11-12,2024-11-23,1.2,80000
PO002295,P00135,PLANT-A,2000,400,2023-11-10,2022-03-25,3.5,
PO002296,P00126,PLANT-A,2000,1800,2023-04-23,2024-01-30,1.2,80000
PO002297,P00006,Plant_A,100,400,2022-11-10,2024-06-04,3.5,10000
PO002298,P00171,Plant_A,2000,1800,2024-04-14,2024-01-18,,
PO002299,P00025,Plant_A,2000,,2024-03-24,2022-11-08,,
PO002300,P00028,Plant_B,500,50,2023-04-05,2024-07-21,,25000
PO002301,P00129,Plant_B,2000,400,2024-01-13,2022-10-11,1.2,80000
PO002302,P00161,PLANT-A,500,1800,2023-06-03,2024-09-19,15,10000
PO002303,P00092,Plant_B,100,400,2024-07-01,2024-07-02,,10000
PO002304,P00064,Plant_B,100,5000,2024-08-16,2023-10-26,15,10000
PO002305,P00072,Plant_A,500,1800,2023-12-19,2022-03-11,3.5,80000
PO002306,P00235,,100,50,2022-10-24,2022-10-08,3.5,10000
PO002307,P00248,PLANT-A,100,1800,2024-10-23,2023-10-25,1.2,-5000
PO002308,P00024,,100,5000,2024-03-22,2022-01-18,0.5,80000
PO002309,P00089,,500,5000,2023-08-11,2023-12-04,3.5,25000
PO002310,P00121,,,50,2022-03-03,2024-09-12,1.2,
PO002311,P00127,Plant_B,,1800,2023-10-07,2022-08-05,15,10000
PO002312,P00166,,,50,2022-03-27,2025-01-15,,-5000
PO002313,P00131,Plant_A,2000,5000,2022-01-06,2023-09-04,,80000
PO002314,P00150,PLANT-A,500,50,2023-11-24,2023-06-20,1.2,10000
PO002315,P00211,Plant_A,500,,2024-11-07,2024-03-25,3.5,25000
PO002316,P00075,Plant_B,2000,5000,2024-07-10,2024-01-08,3.5,
PO002317,P00179,,100,50,2022-10-11,2024-01-31,3.5,25000
PO002318,P00004,PLANT-A,2000,1800,2022-03-26,2022-03-02,,-5000
PO002319,P00250,,2000,400,2024-02-24,2022-07-30,3.5,
PO002320,P00211,,,5000,2022-12-21,2024-06-06,0.5,80000
PO002321,P00155,Plant_A,2000,5000,2022-03-17,2022-09-15,15,25000
PO002322,P00013,Plant_A,500,5000,2022-09-14,2024-01-19,0.5,
PO002323,P00151,Plant_B,2000,5000,2024-09-28,2024-09-22,3.5,25000
PO002324,P00239,PLANT-A,2000,50,2024-09-29,2023-06-12,1.2,80000
PO002325,P00234,Plant_A,,,2024-02-13,2023-07-16,,-5000
PO002326,P00135,,2000,5000,2022-01-16,2024-08-17,15,10000
PO002327,P00278,Plant_A,100,5000,2023-09-24,2024-10-12,,
PO002328,P00241,PLANT-A,100,,2024-05-22,2023-09-12,15,25000
PO002329,P00181,Plant_B,,50,2023-03-17,2023-08-12,3.5,-5000
PO002330,P00246,,500,,2024-11-29,2024-09-02,0.5,-5000
PO002331,P00157,Plant_B,500,,2024-06-30,2024-09-16,15,10000
PO002332,P00118,Plant_A,500,50,2022-08-27,2022-08-29,1.2,10000
PO002333,P00283,Plant_B,100,50,2024-12-19,2024-12-27,15,
PO002334,P00117,Plant_B,100,50,2022-09-20,2022-08-17,0.5,10000
PO002335,P00024,Plant_B,2000,5000,2022-09-15,2023-11-19,1.2,-5000
PO002336,P00245,PLANT-A,2000,5000,2024-03-06,2024-04-21,15,-5000
PO002337,P00229,PLANT-A,500,50,2022-05-15,2022-02-15,,
PO002338,P00284,PLANT-A,500,1800,2024-09-02,2024-07-22,3.5,-5000
PO002339,P00298,,,400,2022-01-15,2022-01-02,,25000
PO002340,P00195,PLANT-A,500,,2023-03-26,2023-04-24,1.2,
PO002341,P00189,Plant_A,,5000,2024-10-31,2022-12-17,1.2,80000
PO002342,P00120,PLANT-A,2000,,2023-01-04,2022-10-11,0.5,25000
PO002343,P00021,Plant_A,2000,5000,2024-12-27,2023-07-15,3.5,10000
PO002344,P00085,,100,5000,2023-04-28,2024-10-04,,-5000
PO002345,P00136,Plant_A,500,5000,2024-02-19,2024-09-06,0.5,-5000
PO002346,P00247,Plant_B,,,2022-10-15,2023-06-21,3.5,80000
PO002347,P00057,PLANT-A,,50,2022-12-16,2025-01-26,3.5,25000
PO002348,P00085,PLANT-A,2000,5000,2024-09-25,2024-07-05,15,-5000
PO002349,P00131,PLANT-A,500,1800,2023-07-29,2023-06-13,3.5,10000
PO002350,P00224,PLANT-A,100,,2022-12-26,2024-12-04,1.2,25000
PO002351,P00156,PLANT-A,500,,2023-06-25,2023-01-15,15,-5000
PO002352,P00142,Plant_A,,400,2022-09-14,2023-12-26,0.5,80000
PO002353,P00272,Plant_B,2000,400,2024-02-01,2022-07-27,1.2,25000
PO002354,P00040,Plant_A,2000,1800,2023-08-09,2024-05-23,0.5,25000
PO002355,P00045,,100,1800,2024-03-07,2022-10-22,0.5,-5000
PO002356,P00036,Plant_B,100,5000,2023-10-23,2024-01-01,15,-5000
PO002357,P00159,Plant_B,,,2023-10-19,2022-06-13,0.5,-5000
PO002358,P00214,,100,,2024-05-01,2022-06-10,1.2,10000
PO002359,P00109,,2000,50,2023-04-18,2024-04-18,,80000
PO002360,P00060,PLANT-A,100,,2022-12-16,2023-11-27,0.5,25000
PO002361,P00162,Plant_A,,,2023-09-16,2023-12-26,3.5,
PO002362,P00013,Plant_A,100,1800,2024-05-17,2024-06-28,3.5,-5000
PO002363,P00073,Plant_B,100,50,2023-10-02,2024-02-23,1.2,25000
PO002364,P00271,Plant_B,2000,,2023-03-07,2023-11-10,,-5000
PO002365,P00065,,,1800,2024-10-23,2022-09-12,3.5,
PO002366,P00004,,500,50,2024-10-04,2023-05-13,0.5,
PO002367,P00023,,100,50,2022-02-23,2023-08-06,3.5,10000
PO002368,P00002,Plant_B,100,,2024-04-27,2024-11-29,,-5000
PO002369,P00226,,2000,5000,2022-09-27,2025-01-24,0.5,-5000
PO002370,P00153,Plant_A,100,50,2022-10-31,2023-10-16,,25000
PO002371,P00162,PLANT-A,2000,400,2024-04-15,2024-05-24,,
PO002372,P00030,Plant_A,500,50,2024-02-10,2022-12-07,3.5,
PO002373,P00248,,100,,2024-12-30,2024-09-14,3.5,80000
PO002374,P00296,Plant_A,100,,2022-06-16,2022-07-17,0.5,-5000
PO002375,P00258,PLANT-A,,1800,2022-04-15,2024-07-05,3.5,-5000
PO002376,P00205,,,,2023-12-20,2023-01-19,0.5,25000
PO002377,P00025,Plant_A,100,400,2023-02-16,2024-08-09,1.2,10000
PO002378,P00180,,100,,2022-07-20,2022-11-07,,25000
PO002379,P00149,PLANT-A,,,2024-06-29,2024-12-02,0.5,80000
PO002380,P00105,Plant_A,,400,2022-03-07,2023-11-23,15,-5000
PO002381,P00291,Plant_A,,5000,2023-12-09,2024-01-03,1.2,
PO002382,P00216,,100,,2024-04-17,2023-05-04,1.2,
PO002383,P00185,Plant_A,,400,2022-01-09,2022-04-18,,-5000
PO002384,P00081,PLANT-A,100,400,2024-11-26,2023-11-17,,
PO002385,P00132,Plant_B,2000,,2023-01-19,2023-07-11,15,-5000
PO002386,P00008,Plant_B,,400,2022-07-13,2022-04-11,,-5000
PO002387,P00084,Plant_B,2000,,2023-11-23,2022-03-18,1.2,10000
PO002388,P00283,Plant_A,2000,400,2022-11-22,2024-11-08,1.2,
PO002389,P00107,PLANT-A,2000,50,2022-07-16,2022-02-26,0.5,10000
PO002390,P00070,,2000,5000,2023-01-24,2022-01-20,15,-5000
PO002391,P00110,,,400,2022-08-31,2023-10-13,15,-5000
PO002392,P00162,,100,50,2024-09-24,2022-09-07,,
PO002393,P00069,Plant_B,500,,2024-02-19,2023-10-31,3.5,
PO002394,P00090,Plant_B,,400,2023-06-18,2022-05-10,0.5,25000
PO002395,P00200,Plant_A,,1800,2022-03-26,2022-08-13,3.5,80000
PO002396,P00278,PLANT-A,100,1800,2022-07-12,2023-12-11,15,10000
PO002397,P00116,,,50,2024-05-09,2022-06-03,3.5,-5000
PO002398,P00059,Plant_B,100,5000,2023-03-09,2023-06-28,15,
PO002399,P00043,PLANT-A,100,5000,2024-07-17,2025-01-26,3.5,80000
PO002400,P00153,Plant_B,100,1800,2022-02-28,2022-10-26,15,80000
PO002401,P00183,PLANT-A,2000,,2022-12-19,2023-08-20,15,80000
PO002402,P00054,,100,5000,2022-04-06,2024-04-23,1.2,
PO002403,P00222,Plant_B,500,50,2024-04-26,2022-10-17,,80000
PO002404,P00200,Plant_A,100,1800,2024-11-29,2024-02-12,15,10000
PO002405,P00144,,,50,2024-09-27,2023-03-05,15,10000
PO002406,P00185,Plant_B,,,2022-05-02,2023-09-07,3.5,
PO002407,P00032,,100,,2022-10-04,2022-12-02,0.5,-5000
PO002408,P00099,Plant_B,100,1800,2023-08-10,2022-09-17,1.2,
PO002409,P00182,,,5000,2023-09-09,2023-08-03,,10000
PO002410,P00167,PLANT-A,500,1800,2023-07-09,2024-03-13,3.5,-5000
PO002411,P00123,Plant_B,,50,2024-05-01,2023-10-02,15,10000
PO002412,P00119,Plant_A,500,1800,2024-06-02,2023-11-25,1.2,
PO002413,P00177,Plant_A,,5000,2022-01-22,2023-12-20,,25000
PO002414,P00051,,100,1800,2023-08-03,2022-04-13,15,80000
PO002415,P00245,Plant_A,,50,2024-10-13,2025-01-31,3.5,10000
PO002416,P00231,PLANT-A,100,1800,2023-03-21,2024-05-17,15,
PO002417,P00005,,500,50,2022-07-12,2023-01-03,3.5,25000
PO002418,P00257,Plant_A,100,50,2022-12-28,2022-09-07,15,10000
PO002419,P00219,Plant_B,2000,400,2023-10-31,2022-11-03,0.5,25000
PO002420,P00187,PLANT-A,100,5000,2023-09-04,2022-01-05,0.5,80000
PO002421,P00219,Plant_B,500,400,2023-06-07,2024-05-11,1.2,
PO002422,P00107,Plant_B,500,5000,2022-08-11,2022-08-18,15,25000
PO002423,P00200,PLANT-A,2000,400,2022-11-21,2023-02-06,,25000
PO002424,P00171,Plant_B,2000,5000,2024-02-11,2022-06-09,1.2,25000
PO002425,P00201,Plant_A,500,400,2024-03-13,2024-02-08,0.5,80000
PO002426,P00130,Plant_B,2000,5000,2022-08-22,2023-08-10,3.5,25000
PO002427,P00225,Plant_A,100,400,2024-03-24,2022-09-18,3.5,10000
PO002428,P00131,PLANT-A,100,50,2022-08-25,2022-07-07,3.5,10000
PO002429,P00057,Plant_B,100,,2022-10-19,2024-04-18,0.5,10000
PO002430,P00130,,500,5000,2023-01-13,2024-12-30,,25000
PO002431,P00252,,,,2023-08-11,2024-09-27,,25000
PO002432,P00125,,100,400,2022-02-10,2023-10-05,,10000
PO002433,P00029,Plant_A,500,5000,2023-08-02,2022-08-10,,80000
PO002434,P00279,Plant_B,,5000,2023-03-09,2022-10-23,1.2,
PO002435,P00082,Plant_B,500,5000,2024-11-05,2023-03-09,15,80000
PO002436,P00001,PLANT-A,,5000,2022-12-09,2024-08-30,0.5,25000
PO002437,P00140,,2000,50,2022-12-14,2024-01-25,15,
PO002438,P00034,Plant_B,100,50,2024-01-01,2023-02-25,1.2,10000
PO002439,P00148,Plant_B,,5000,2024-11-25,2023-12-09,3.5,25000
PO002440,P00112,PLANT-A,2000,1800,2023-07-21,2024-09-12,15,-5000
PO002441,P00142,Plant_B,100,1800,2023-09-18,2024-06-30,15,25000
PO002442,P00094,,2000,5000,2023-07-19,2023-03-13,0.5,80000
PO002443,P00050,,2000,1800,2022-12-03,2024-08-11,,10000
PO002444,P00274,Plant_B,,1800,2022-06-13,2024-03-23,3.5,25000
PO002445,P00154,Plant_B,2000,,2024-04-21,2024-12-13,,-5000
PO002446,P00114,Plant_B,100,50,2023-04-11,2024-07-23,0.5,25000
PO002447,P00178,Plant_A,500,5000,2024-06-07,2023-08-25,15,80000
PO002448,P00103,Plant_A,,5000,2024-05-14,2024-10-05,15,-5000
PO002449,P00164,,2000,1800,2023-04-02,2024-04-01,,80000
PO002450,P00159,,2000,1800,2022-08-21,2022-10-17,3.5,-5000
PO002451,P00299,Plant_A,500,1800,2023-09-25,2022-07-10,3.5,25000
PO002452,P00002,Plant_B,100,1800,2022-08-16,2022-05-26,1.2,10000
PO002453,P00180,PLANT-A,100,5000,2022-10-15,2022-09-10,15,10000
PO002454,P00044,PLANT-A,2000,1800,2022-07-17,2022-10-16,15,-5000
PO002455,P00019,PLANT-A,500,1800,2022-09-07,2023-04-03,0.5,
PO002456,P00140,,2000,400,2022-12-19,2023-09-23,0.5,25000
PO002457,P00182,Plant_B,500,5000,2023-01-24,2024-01-16,15,25000
PO002458,P00262,,100,400,2023-06-13,2023-10-23,0.5,
PO002459,P00065,,500,,2024-08-22,2023-02-21,,
PO002460,P00057,,500,1800,2024-06-09,2022-02-14,0.5,10000
PO002461,P00126,Plant_B,500,1800,2022-01-03,2025-01-11,15,10000
PO002462,P00151,Plant_A,500,,2024-08-14,2022-08-29,,80000
PO002463,P00142,Plant_A,500,,2022-11-21,2023-09-20,1.2,80000
PO002464,P00107,,500,1800,2023-01-21,2025-01-17,15,
PO002465,P00285,,2000,5000,2023-08-24,2022-03-17,0.5,
PO002466,P00250,Plant_A,500,5000,2023-07-11,2022-09-20,3.5,80000
PO002467,P00148,Plant_A,500,400,2024-02-02,2023-04-02,0.5,25000
PO002468,P00061,,,400,2024-01-08,2024-11-05,15,80000
PO002469,P00251,Plant_B,100,5000,2022-04-28,2024-12-12,15,25000
PO002470,P00134,PLANT-A,,1800,2024-01-12,2023-01-27,,25000
PO002471,P00274,Plant_A,500,5000,2023-09-26,2022-12-09,3.5,10000
PO002472,P00272,,500,5000,2024-11-01,2022-08-24,15,25000
PO002473,P00222,,500,,2023-03-04,2024-06-21,1.2,-5000
PO002474,P00123,,2000,,2022-08-23,2024-08-30,0.5,80000
PO002475,P00188,Plant_B,500,50,2023-05-30,2023-01-28,,25000
PO002476,P00158,PLANT-A,2000,5000,2022-09-13,2022-04-12,0.5,25000
PO002477,P00253,PLANT-A,2000,5000,2023-09-04,2022-06-02,1.2,-5000
PO002478,P00157,Plant_B,100,,2024-03-31,2022-04-11,15,25000
PO002479,P00158,PLANT-A,,5000,2024-07-09,2023-04-22,3.5,-5000
PO002480,P00254,PLANT-A,100,50,2022-10-15,2022-07-27,,25000
PO002481,P00187,,100,1800,2023-01-19,2022-07-11,,
PO002482,P00265,Plant_A,100,50,2022-08-18,2023-05-25,15,
PO002483,P00178,Plant_B,2000,5000,2022-02-22,2023-10-23,,-5000
PO002484,P00065,,2000,,2022-05-22,2022-07-16,,80000
PO002485,P00256,Plant_B,,1800,2023-01-07,2023-03-25,0.5,10000
PO002486,P00005,PLANT-A,,50,2024-02-12,2024-11-01,15,25000
PO002487,P00001,Plant_B,,50,2022-04-29,2024-01-21,3.5,10000
PO002488,P00231,PLANT-A,2000,400,2024-12-21,2023-06-24,15,-5000
PO002489,P00135,PLANT-A,2000,400,2024-12-09,2024-07-07,,25000
PO002490,P00219,,,50,2022-02-12,2023-05-04,,
PO002491,P00236,Plant_A,500,5000,2024-07-31,2024-01-22,1.2,10000
PO002492,P00095,Plant_B,500,400,2022-11-19,2023-09-05,15,
PO002493,P00298,Plant_A,2000,,2023-06-16,2024-11-04,,10000
PO002494,P00158,,500,,2022-07-22,2023-06-20,15,-5000
PO002495,P00056,,500,5000,2023-08-06,2022-02-26,15,-5000
PO002496,P00292,PLANT-A,100,50,2022-07-10,2024-04-19,15,
PO002497,P00044,Plant_A,500,400,2024-02-24,2024-01-07,,80000
PO002498,P00130,PLANT-A,100,,2023-06-01,2024-02-14,0.5,80000
PO002499,P00244,Plant_A,,400,2024-04-12,2022-02-17,0.5,
PO002500,P00260,Plant_A,500,5000,2024-11-18,2024-02-11,3.5,10000
PO002501,P00012,PLANT-A,2000,,2024-09-15,2023-03-04,3.5,10000
PO002502,P00035,,,50,2023-09-05,2023-12-20,15,
PO002503,P00080,Plant_B,,1800,2022-11-23,2024-10-02,3.5,
PO002504,P00016,PLANT-A,500,5000,2023-04-23,2024-06-23,3.5,25000
PO002505,P00008,PLANT-A,2000,50,2022-01-19,2022-03-19,15,80000
PO002506,P00227,Plant_B,2000,5000,2024-07-24,2024-12-26,15,-5000
PO002507,P00145,,2000,400,2022-03-17,2024-03-06,3.5,10000
PO002508,P00296,Plant_B,500,,2022-11-09,2023-04-08,3.5,25000
PO002509,P00263,PLANT-A,,50,2023-03-10,2024-06-23,3.5,80000
PO002510,P00079,Plant_A,,400,2023-10-07,2022-08-17,3.5,80000
PO002511,P00022,PLANT-A,500,50,2024-06-06,2022-08-19,1.2,80000
PO002512,P00213,Plant_A,100,1800,2024-02-26,2024-01-29,0.5,10000
PO002513,P00174,Plant_A,500,5000,2022-11-06,2022-08-10,15,10000
PO002514,P00011,Plant_B,100,,2022-03-10,2023-04-22,3.5,25000
PO002515,P00076,,2000,,2022-11-16,2022-02-15,3.5,
PO002516,P00228,,100,,2023-08-25,2022-12-28,,-5000
PO002517,P00255,Plant_B,,1800,2023-10-09,2023-06-20,1.2,80000
PO002518,P00212,,100,5000,2022-08-06,2024-05-20,,80000
PO002519,P00075,PLANT-A,,50,2024-05-28,2023-09-04,15,-5000
PO002520,P00228,Plant_A,100,50,2022-12-20,2024-10-17,0.5,25000
PO002521,P00298,,100,5000,2023-02-14,2023-09-10,,-5000
PO002522,P00233,Plant_B,100,50,2024-11-28,2024-09-02,,10000
PO002523,P00226,PLANT-A,2000,5000,2022-03-27,2022-11-28,15,80000
PO002524,P00068,Plant_A,100,400,2023-04-27,2024-03-24,3.5,
PO002525,P00260,,2000,,2022-05-10,2024-05-08,15,10000
PO002526,P00244,PLANT-A,,5000,2024-04-21,2024-10-31,3.5,10000
PO002527,P00194,Plant_A,2000,50,2022-05-22,2023-05-21,,-5000
PO002528,P00220,Plant_B,500,,2024-08-26,2023-05-04,1.2,
PO002529,P00236,PLANT-A,100,1800,2022-10-24,2022-10-13,,25000
PO002530,P00272,Plant_B,,400,2024-02-26,2024-07-22,0.5,10000
PO002531,P00294,Plant_A,,5000,2024-08-01,2023-07-08,1.2,-5000
PO002532,P00178,Plant_B,500,5000,2022-02-27,2024-09-21,1.2,10000
PO002533,P00160,,100,,2022-03-14,2024-12-06,1.2,80000
PO002534,P00093,Plant_B,100,5000,2022-11-20,2024-11-28,15,10000
PO002535,P00128,Plant_A,2000,,2023-12-21,2022-01-16,0.5,10000
PO002536,P00284,Plant_B,,1800,2022-03-12,2024-04-05,1.2,25000
PO002537,P00071,Plant_A,100,400,2023-08-23,2024-03-25,0.5,
PO002538,P00081,PLANT-A,100,,2024-07-09,2025-01-21,,
