sales_id,date,product_id,region,channel,units_sold,selling_price,promotion_flag,discount_pct,holiday_flag
S0008507,2023-10-11,P00077,,Retail,0,121.11,1,5,0
S0008508,2023-05-27,P00281,North,,20,121.11,1,30,1
S0008509,2024-07-06,P00263,NORTH ,,100,121.11,1,80,
S0008510,2022-10-08,P00257,,Retail,100,121.11,1,,0
S0008511,2022-11-10,P00072,NORTH ,Retail,0,121.11,0,80,0
S0008512,2022-09-01,P00073,,Retail,500,121.11,,80,0
S0008513,2022-11-27,P00250,East,Online,0,121.11,0,,1
S0008514,2022-11-19,P00050,north,Wholesale,,121.11,0,10,
S0008515,2023-06-13,P00064,NORTH ,online ,100,121.11,1,0,0
S0008516,2024-04-28,P00109,,,1,121.11,,0,
S0008517,2023-08-03,P00201,,online ,1,121.11,0,0,0
S0008518,2022-11-25,P00123,South,Online,20,121.11,0,,
S0008519,2024-06-09,P00169,NORTH ,Retail,0,121.11,1,0,0
S0008520,2023-04-16,P00138,NORTH ,,20,121.11,,,
S0008521,2022-05-01,P00168,NORTH ,,1,121.11,1,,0
S0008522,2022-04-13,P00295,,Wholesale,20,121.11,1,10,1
S0008523,2024-08-21,P00114,South,Online,0,121.11,1,5,0
S0008524,2023-01-11,P00069,East,,1,121.11,0,80,
S0008525,2023-07-23,P00268,East,Retail,20,121.11,1,10,0
S0008526,2022-05-20,P00268,South,,500,121.11,,10,1
S0008527,2023-12-07,P00026,north,online ,500,121.11,1,,0
S0008528,2024-05-03,P00117,,online ,20,121.11,0,30,
S0008529,2024-01-16,P00072,North,Retail,500,121.11,,5,1
S0008530,2024-04-26,P00114,NORTH ,Online,,121.11,1,80,0
S0008531,2024-07-15,P00056,South,,0,121.11,0,0,0
S0008532,2024-09-30,P00062,,,0,121.11,1,10,1
S0008533,2022-10-25,P00099,NORTH ,Wholesale,0,121.11,0,,0
S0008534,2024-12-14,P00235,North,Online,5,121.11,,10,1
S0008535,2024-12-19,P00024,South,,-10,121.11,0,10,1
S0008536,2023-12-24,P00208,North,,-10,121.11,,80,1
S0008537,2022-08-11,P00257,South,Wholesale,5,121.11,,10,
S0008538,2024-02-03,P00102,NORTH ,online ,,121.11,0,30,0
S0008539,2023-10-02,P00084,,Retail,,121.11,0,5,0
S0008540,2023-12-19,P00215,,,,121.11,,,0
S0008541,2022-02-16,P00233,South,online ,,121.11,1,30,
S0008542,2024-04-04,P00005,NORTH ,,100,121.11,0,10,0
S0008543,2024-06-15,P00006,,,500,121.11,1,10,1
S0008544,2023-03-05,P00080,NORTH ,Online,,121.11,0,5,
S0008545,2024-09-07,P00168,East,Retail,20,121.11,1,10,
S0008546,2023-08-28,P00032,,,5,121.11,0,,0
S0008547,2022-07-22,P00206,South,,1,121.11,,30,
S0008548,2022-11-15,P00105,East,online ,,121.11,0,5,0
S0008549,2022-04-04,P00078,north,Retail,20,121.11,0,80,1
S0008550,2024-04-25,P00211,South,Wholesale,500,121.11,1,80,0
S0008551,2023-08-15,P00135,north,,500,121.11,1,0,0
S0008552,2022-07-28,P00282,East,online ,20,121.11,1,10,1
S0008553,2024-11-01,P00021,North,,20,121.11,0,,0
S0008554,2024-12-03,P00002,East,Retail,0,121.11,1,10,
S0008555,2022-10-18,P00288,East,Wholesale,0,121.11,,5,0
S0008556,2023-11-03,P00241,,Wholesale,-10,121.11,1,80,1
S0008557,2024-05-19,P00169,,,1,121.11,1,0,
S0008558,2022-01-14,P00117,NORTH ,,1,121.11,1,80,
S0008559,2022-09-22,P00275,South,online ,20,121.11,0,5,
S0008560,2022-05-04,P00072,East,Retail,1,121.11,1,5,0
S0008561,2022-11-03,P00010,North,Online,1,121.11,,0,1
S0008562,2024-05-19,P00001,North,online ,-10,121.11,1,,0
S0008563,2022-08-06,P00200,South,Retail,500,121.11,,80,
S0008564,2024-02-21,P00236,North,Retail,-10,121.11,0,5,0
S0008565,2023-05-15,P00137,East,Retail,5,121.11,1,30,
S0008566,2022-06-27,P00017,East,online ,5,121.11,1,30,
S0008567,2023-02-03,P00111,NORTH ,Wholesale,5,121.11,1,,
S0008568,2023-03-26,P00055,north,Wholesale,1,121.11,,,
S0008569,2022-06-26,P00067,NORTH ,online ,1,121.11,1,5,
S0008570,2022-03-17,P00235,NORTH ,online ,20,121.11,,0,1
S0008571,2022-06-18,P00212,,Wholesale,0,121.11,0,10,
S0008572,2022-11-28,P00007,,Online,1,121.11,1,10,
S0008573,2022-06-06,P00197,South,Retail,5,121.11,0,,
S0008574,2022-04-17,P00244,North,,500,121.11,0,10,0
S0008575,2023-06-09,P00227,NORTH ,Online,100,121.11,,0,1
S0008576,2022-10-30,P00017,NORTH ,Retail,100,121.11,,,0
S0008577,2023-06-02,P00064,north,Retail,-10,121.11,,,1
S0008578,2023-10-22,P00010,North,Retail,500,121.11,,10,1
S0008579,2022-01-23,P00253,north,online ,100,121.11,,,1
S0008580,2023-06-02,P00280,NORTH ,Wholesale,100,121.11,1,5,0
S0008581,2024-12-09,P00013,East,online ,20,121.11,1,5,1
S0008582,2023-04-14,P00020,north,Retail,500,121.11,0,,0
S0008583,2024-02-09,P00223,North,Online,1,121.11,0,30,0
S0008584,2024-07-10,P00199,NORTH ,Wholesale,100,121.11,,30,0
S0008585,2023-06-29,P00006,,,20,121.11,1,80,1
S0008586,2023-04-06,P00090,,Online,5,121.11,,5,0
S0008587,2022-05-31,P00038,North,,5,121.11,0,5,0
S0008588,2022-07-09,P00171,South,Wholesale,5,121.11,,80,1
S0008589,2023-07-17,P00293,north,,500,121.11,0,,0
S0008590,2022-08-29,P00021,East,,20,121.11,0,10,0
S0008591,2023-04-20,P00228,NORTH ,Online,,121.11,,10,1
S0008592,2023-01-27,P00031,,Retail,5,121.11,1,30,0
S0008593,2024-01-23,P00013,South,Wholesale,500,121.11,1,5,0
S0008594,2022-10-13,P00243,South,,-10,121.11,0,80,1
S0008595,2022-08-02,P00156,north,Online,-10,121.11,1,30,
S0008596,2024-07-30,P00058,East,,1,121.11,,30,
S0008597,2022-10-15,P00273,north,,100,121.11,1,30,
S0008598,2022-03-21,P00186,,,500,121.11,0,30,1
S0008599,2022-04-06,P00291,,,100,121.11,,80,0
S0008600,2022-02-10,P00072,north,Online,20,121.11,1,5,
S0008601,2023-02-15,P00021,north,Wholesale,-10,121.11,0,10,0
S0008602,2023-07-26,P00140,,online ,100,121.11,1,10,
S0008603,2023-09-20,P00001,north,,20,121.11,0,5,1
S0008604,2024-02-16,P00011,South,,5,121.11,0,5,0
S0008605,2024-03-31,P00075,East,Online,-10,121.11,0,10,0
S0008606,2022-11-09,P00153,,Wholesale,100,121.11,0,80,
S0008607,2023-01-24,P00284,East,,5,121.11,0,10,0
S0008608,2022-07-10,P00098,north,Wholesale,,121.11,0,,0
S0008609,2023-05-13,P00062,NORTH ,Wholesale,,121.11,1,5,1
S0008610,2022-06-15,P00014,,Wholesale,500,121.11,0,0,1
S0008611,2024-12-20,P00067,north,online ,500,121.11,,80,
S0008612,2022-01-07,P00097,,Retail,20,121.11,0,0,1
S0008613,2024-02-27,P00087,South,Wholesale,-10,121.11,0,0,
S0008614,2024-08-29,P00090,East,,-10,121.11,1,5,
S0008615,2023-10-11,P00144,North,Wholesale,,121.11,0,80,
S0008616,2023-09-24,P00208,South,,500,121.11,,10,0
S0008617,2022-09-30,P00151,South,online ,100,121.11,,0,
S0008618,2023-07-19,P00040,North,Wholesale,100,121.11,0,10,1
S0008619,2024-11-08,P00017,East,online ,20,121.11,1,10,0
S0008620,2022-04-09,P00222,East,online ,100,121.11,0,5,1
S0008621,2022-06-14,P00166,East,Wholesale,,121.11,0,30,1
S0008622,2022-04-11,P00146,,Online,1,121.11,,5,1
S0008623,2022-04-27,P00270,North,,500,121.11,,0,0
S0008624,2024-07-08,P00014,NORTH ,,20,121.11,,80,0
S0008625,2022-12-27,P00271,North,Wholesale,0,121.11,,10,0
S0008626,2024-08-07,P00264,South,Retail,5,121.11,0,10,
S0008627,2024-05-18,P00196,north,Wholesale,5,121.11,0,0,1
S0008628,2023-05-21,P00282,South,Wholesale,500,121.11,0,10,0
S0008629,2024-08-09,P00116,East,,100,121.11,0,10,0
S0008630,2023-09-18,P00014,north,Online,500,121.11,1,5,0
S0008631,2022-05-28,P00225,East,Wholesale,1,121.11,1,,1
S0008632,2022-01-17,P00044,,Online,20,121.11,,10,1
S0008633,2023-01-30,P00051,north,Wholesale,5,121.11,1,5,1
S0008634,2024-11-01,P00237,,Online,20,121.11,0,0,1
S0008635,2023-02-18,P00118,NORTH ,online ,100,121.11,,30,1
S0008636,2023-06-11,P00020,,,5,121.11,1,,1
S0008637,2023-05-23,P00187,North,Retail,5,121.11,0,0,0
S0008638,2022-04-30,P00171,East,online ,1,121.11,,10,
S0008639,2023-04-26,P00118,North,,0,121.11,1,10,
S0008640,2023-05-21,P00169,north,online ,20,121.11,1,10,1
S0008641,2023-10-17,P00155,,Retail,100,121.11,0,10,
S0008642,2024-03-01,P00107,,,,121.11,1,0,
S0008643,2023-01-15,P00094,north,Online,20,121.11,1,,
S0008644,2022-10-10,P00047,NORTH ,Online,0,121.11,1,10,0
S0008645,2022-11-28,P00096,North,,500,121.11,0,30,
S0008646,2023-04-12,P00208,South,Retail,-10,121.11,1,0,
S0008647,2022-07-22,P00230,north,Online,5,121.11,1,,1
S0008648,2023-10-05,P00103,north,Retail,20,121.11,,10,
S0008649,2023-01-09,P00172,,Online,-10,121.11,0,10,0
S0008650,2023-04-20,P00127,South,,,121.11,,10,0
S0008651,2024-02-22,P00068,North,Wholesale,0,121.11,0,0,1
S0008652,2023-01-10,P00059,East,Wholesale,5,121.11,1,10,0
S0008653,2024-02-29,P00226,NORTH ,Online,0,121.11,,80,
S0008654,2024-06-16,P00002,East,Retail,20,121.11,0,5,
S0008655,2023-07-04,P00150,,Online,100,121.11,1,30,0
S0008656,2024-04-08,P00049,North,online ,5,121.11,1,10,
S0008657,2023-10-07,P00098,,Online,500,121.11,,80,
S0008658,2023-10-03,P00219,,,5,121.11,1,0,0
S0008659,2022-04-25,P00217,South,,0,121.11,,,1
S0008660,2023-08-10,P00167,north,Online,-10,121.11,,30,
S0008661,2024-11-05,P00201,north,,5,121.11,,10,
S0008662,2022-05-17,P00028,,,100,121.11,0,,1
S0008663,2022-11-05,P00120,South,,0,121.11,0,30,0
S0008664,2023-04-15,P00173,East,,,121.11,1,80,
S0008665,2023-01-19,P00259,,Wholesale,0,121.11,1,80,1
S0008666,2024-11-28,P00228,north,online ,1,121.11,0,0,
S0008667,2022-07-21,P00142,North,Online,100,121.11,,80,1
S0008668,2024-05-26,P00260,South,Online,5,121.11,1,0,0
S0008669,2023-01-08,P00231,,,500,121.11,0,5,
S0008670,2022-05-23,P00035,East,Retail,-10,121.11,0,80,1
S0008671,2023-11-07,P00289,,Wholesale,500,121.11,1,80,0
S0008672,2023-04-23,P00032,South,,,121.11,1,30,0
S0008673,2024-02-21,P00138,,online ,1,121.11,,5,
S0008674,2023-02-14,P00187,North,Wholesale,,121.11,,30,1
S0008675,2022-05-27,P00110,north,Wholesale,-10,121.11,0,10,0
S0008676,2024-11-10,P00162,North,Retail,1,121.11,,80,
S0008677,2023-07-02,P00086,North,online ,100,121.11,1,30,0
S0008678,2024-09-02,P00212,north,online ,,121.11,,30,0
S0008679,2024-11-05,P00083,East,Online,5,121.11,,10,
S0008680,2023-08-11,P00267,NORTH ,online ,5,121.11,0,30,0
S0008681,2022-11-17,P00219,South,online ,,121.11,0,5,
S0008682,2022-04-09,P00130,East,,500,121.11,0,0,
S0008683,2022-09-03,P00113,,Wholesale,20,121.11,0,0,
S0008684,2022-12-10,P00049,north,online ,,121.11,0,,1
S0008685,2023-01-10,P00194,,Online,100,121.11,,0,
S0008686,2022-12-14,P00098,North,,500,121.11,,0,
S0008687,2022-09-21,P00291,,,0,121.11,1,80,0
S0008688,2023-12-26,P00121,North,online ,20,121.11,0,5,1
S0008689,2024-05-26,P00266,,Wholesale,,121.11,,5,
S0008690,2022-02-18,P00182,north,Retail,,121.11,1,0,
S0008691,2023-04-23,P00186,north,,20,121.11,1,5,1
S0008692,2024-05-28,P00264,north,,100,121.11,1,,
S0008693,2023-02-09,P00074,East,Retail,500,121.11,,30,0
S0008694,2022-12-05,P00010,,Retail,-10,121.11,,80,0
S0008695,2024-02-14,P00055,north,Retail,5,121.11,,80,
S0008696,2023-06-26,P00299,East,,20,121.11,0,5,1
S0008697,2023-05-30,P00270,East,Retail,500,121.11,1,5,
S0008698,2023-05-11,P00177,north,Wholesale,0,121.11,0,5,
S0008699,2023-03-27,P00173,,Retail,20,121.11,0,0,0
S0008700,2024-06-08,P00152,NORTH ,,100,121.11,,5,1
S0008701,2024-09-01,P00025,North,,-10,121.11,1,10,0
S0008702,2022-11-01,P00276,,Wholesale,1,121.11,1,0,1
S0008703,2022-07-06,P00150,North,online ,-10,121.11,,,0
S0008704,2023-03-12,P00032,,,20,121.11,1,10,
S0008705,2024-05-06,P00048,East,Online,1,121.11,1,30,
S0008706,2023-03-27,P00014,,Wholesale,,121.11,0,30,
S0008707,2023-01-28,P00248,East,,20,121.11,0,10,1
S0008708,2022-01-15,P00186,NORTH ,Online,0,121.11,,80,
S0008709,2024-07-21,P00066,north,,100,121.11,,,1
S0008710,2022-12-09,P00037,,Retail,,121.11,1,10,
S0008711,2022-11-24,P00046,north,Retail,100,121.11,0,80,1
S0008712,2024-12-02,P00132,East,Online,,121.11,1,80,0
S0008713,2024-09-19,P00076,north,online ,0,121.11,1,30,1
S0008714,2022-10-02,P00095,NORTH ,,-10,121.11,,0,
S0008715,2024-08-06,P00276,NORTH ,online ,20,121.11,,5,0
S0008716,2023-03-30,P00276,East,online ,0,121.11,,5,1
S0008717,2022-11-11,P00252,North,online ,5,121.11,0,5,
S0008718,2023-08-06,P00188,north,Online,100,121.11,0,,
S0008719,2024-01-07,P00089,NORTH ,,5,121.11,0,30,1
S0008720,2023-05-17,P00243,NORTH ,online ,100,121.11,1,80,
S0008721,2023-10-30,P00277,South,,1,121.11,0,80,
S0008722,2024-10-03,P00185,,,100,121.11,1,0,1
S0008723,2023-01-29,P00087,South,Wholesale,,121.11,1,10,1
S0008724,2024-12-16,P00062,South,online ,500,121.11,0,,1
S0008725,2024-10-21,P00104,South,,20,121.11,1,,0
S0008726,2023-10-14,P00045,North,Online,5,121.11,0,,1
S0008727,2023-01-05,P00076,East,Retail,100,121.11,0,30,1
S0008728,2024-04-02,P00265,,online ,500,121.11,,0,1
S0008729,2023-12-18,P00279,South,Wholesale,20,121.11,1,0,0
S0008730,2023-06-02,P00087,East,Retail,0,121.11,0,10,1
S0008731,2022-01-26,P00274,East,Wholesale,100,121.11,0,30,0
S0008732,2022-07-30,P00246,North,Online,1,121.11,0,30,0
S0008733,2023-01-16,P00085,East,online ,1,121.11,0,80,
S0008734,2024-06-30,P00255,NORTH ,Online,100,121.11,0,0,1
S0008735,2022-12-24,P00241,East,,,121.11,,10,
S0008736,2024-08-31,P00037,North,Wholesale,5,121.11,,80,
S0008737,2022-09-25,P00092,East,Retail,-10,121.11,,10,0
S0008738,2022-12-17,P00298,north,Online,-10,121.11,1,30,1
S0008739,2024-12-13,P00294,NORTH ,Online,500,121.11,,30,
S0008740,2022-06-06,P00015,North,Wholesale,0,121.11,1,,
S0008741,2023-05-30,P00027,north,Wholesale,-10,121.11,1,30,1
S0008742,2022-02-22,P00277,north,Wholesale,1,121.11,,,
S0008743,2023-04-20,P00190,NORTH ,Retail,20,121.11,,10,1
S0008744,2023-09-09,P00020,North,Wholesale,-10,121.11,0,,
S0008745,2024-01-22,P00033,NORTH ,Retail,0,121.11,0,30,1
S0008746,2024-07-16,P00284,North,online ,500,121.11,0,0,1
S0008747,2024-10-06,P00204,NORTH ,Retail,0,121.11,1,,
S0008748,2022-09-29,P00194,north,online ,5,121.11,1,,
S0008749,2022-08-28,P00155,East,online ,20,121.11,,5,
S0008750,2022-07-11,P00106,South,Retail,5,121.11,,5,
S0008751,2022-10-10,P00165,north,Wholesale,0,121.11,0,5,
S0008752,2024-02-07,P00208,,online ,,121.11,1,0,
S0008753,2023-02-19,P00254,South,,1,121.11,0,30,1
S0008754,2022-06-01,P00232,,Retail,1,121.11,,80,
S0008755,2024-09-19,P00157,north,,-10,121.11,0,,1
S0008756,2022-09-03,P00124,,Retail,500,121.11,0,10,1
S0008757,2023-07-21,P00087,north,Retail,-10,121.11,,,
S0008758,2023-03-13,P00145,South,Online,5,121.11,0,5,
S0008759,2024-11-09,P00131,South,Wholesale,,121.11,,10,0
S0008760,2022-07-26,P00248,East,Online,-10,121.11,0,10,
S0008761,2022-07-02,P00222,north,,-10,121.11,0,5,
S0008762,2022-12-31,P00106,North,,5,121.11,1,30,
S0008763,2022-12-27,P00110,north,Online,5,121.11,1,10,1
S0008764,2024-07-07,P00173,East,,100,121.11,0,,
S0008765,2022-02-23,P00167,NORTH ,Retail,1,121.11,,10,1
S0008766,2024-09-16,P00214,North,Wholesale,100,121.11,1,0,1
S0008767,2022-06-04,P00091,,Wholesale,0,121.11,,5,1
S0008768,2023-01-03,P00235,NORTH ,,,121.11,,30,1
S0008769,2023-03-08,P00237,NORTH ,,20,121.11,0,0,1
S0008770,2023-01-29,P00258,NORTH ,online ,100,121.11,0,5,1
S0008771,2024-11-15,P00254,NORTH ,,100,121.11,,10,0
S0008772,2023-10-12,P00027,South,,,121.11,1,,1
S0008773,2024-08-10,P00147,East,,0,121.11,0,0,0
S0008774,2023-12-12,P00107,NORTH ,online ,0,121.11,1,80,
S0008775,2022-06-02,P00242,north,online ,5,121.11,1,5,0
S0008776,2022-08-28,P00139,,Online,100,121.11,,0,1
S0008777,2022-12-04,P00018,,online ,5,121.11,0,5,
S0008778,2024-07-16,P00244,East,Retail,5,121.11,1,80,
S0008779,2023-02-14,P00021,north,Wholesale,20,121.11,1,0,
S0008780,2022-05-25,P00231,East,,5,121.11,0,0,
S0008781,2024-08-28,P00195,South,,500,121.11,1,5,1
S0008782,2023-04-22,P00213,NORTH ,Online,20,121.11,1,30,0
S0008783,2022-03-08,P00221,East,,-10,121.11,,10,0
S0008784,2022-03-12,P00022,,Wholesale,5,121.11,,10,1
S0008785,2022-01-17,P00252,north,Wholesale,5,121.11,1,,1
S0008786,2022-07-17,P00037,,online ,,121.11,0,30,0
S0008787,2024-03-19,P00055,North,online ,100,121.11,0,0,0
S0008788,2024-07-29,P00085,NORTH ,,-10,121.11,1,10,
S0008789,2022-10-12,P00228,north,online ,0,121.11,1,10,0
S0008790,2024-12-14,P00063,North,Retail,1,121.11,1,5,
S0008791,2022-01-06,P00059,,Online,500,121.11,0,30,1
S0008792,2023-02-26,P00197,East,Online,,121.11,0,5,
S0008793,2024-08-20,P00291,north,,5,121.11,,,1
S0008794,2023-02-11,P00269,North,,500,121.11,1,30,
S0008795,2022-06-03,P00055,NORTH ,,,121.11,,5,0
S0008796,2023-10-26,P00046,north,online ,,121.11,1,10,0
S0008797,2024-07-22,P00114,north,Retail,1,121.11,1,5,0
S0008798,2022-09-16,P00023,North,Wholesale,,121.11,,10,1
S0008799,2022-10-09,P00052,East,,100,121.11,0,30,0
S0008800,2022-06-09,P00189,East,online ,500,121.11,0,10,0
S0008801,2024-08-09,P00205,North,online ,100,121.11,0,,0
S0008802,2023-12-11,P00199,north,Retail,100,121.11,0,,
S0008803,2023-12-13,P00156,,online ,20,121.11,,80,0
S0008804,2023-04-20,P00193,NORTH ,Wholesale,100,121.11,0,5,1
S0008805,2023-08-21,P00087,NORTH ,,1,121.11,0,80,0
S0008806,2023-02-27,P00163,East,online ,20,121.11,1,80,1
S0008807,2023-03-01,P00257,South,Online,5,121.11,,0,
S0008808,2024-03-15,P00132,north,online ,20,121.11,0,5,
S0008809,2022-10-28,P00033,East,,100,121.11,1,80,
S0008810,2024-07-03,P00042,,,-10,121.11,0,30,
S0008811,2022-12-18,P00296,East,online ,500,121.11,,5,0
S0008812,2023-03-31,P00113,NORTH ,Wholesale,100,121.11,,0,1
S0008813,2022-01-10,P00016,North,Wholesale,1,121.11,0,10,1
S0008814,2022-06-05,P00193,North,,5,121.11,1,30,0
S0008815,2023-09-17,P00276,,Retail,100,121.11,,,1
S0008816,2022-06-08,P00247,South,Wholesale,-10,121.11,0,10,1
S0008817,2023-10-28,P00056,north,online ,20,121.11,0,,
S0008818,2022-05-08,P00017,East,online ,20,121.11,0,,0
S0008819,2024-11-17,P00197,NORTH ,online ,5,121.11,1,80,
S0008820,2022-12-13,P00288,East,Retail,-10,121.11,,80,1
S0008821,2024-11-03,P00099,north,,,121.11,0,10,0
S0008822,2022-08-22,P00071,East,Wholesale,1,121.11,,0,
S0008823,2024-11-06,P00078,North,Retail,0,121.11,,80,1
S0008824,2022-01-16,P00235,South,Online,100,121.11,0,10,1
S0008825,2022-06-01,P00284,,online ,5,121.11,,5,0
S0008826,2022-12-27,P00003,north,online ,5,121.11,0,5,1
S0008827,2022-08-03,P00257,South,,5,121.11,0,,0
S0008828,2023-08-04,P00033,North,Online,0,121.11,,80,
S0008829,2024-09-09,P00085,North,online ,100,121.11,,0,0
S0008830,2023-03-22,P00104,South,online ,0,121.11,0,30,0
S0008831,2022-11-11,P00026,,Online,100,121.11,,5,
S0008832,2023-10-24,P00155,North,Online,0,121.11,,,1
S0008833,2022-03-16,P00196,North,Wholesale,1,121.11,1,0,0
S0008834,2024-09-13,P00152,East,Online,20,121.11,0,10,1
S0008835,2023-09-21,P00144,East,Online,0,121.11,0,5,1
S0008836,2022-08-16,P00100,north,Online,100,121.11,,30,0
S0008837,2022-09-10,P00273,North,Wholesale,20,121.11,0,,1
S0008838,2024-05-23,P00053,East,online ,,121.11,1,30,0
S0008839,2023-02-26,P00175,north,Retail,-10,121.11,1,30,0
S0008840,2024-07-16,P00206,North,online ,1,121.11,,,
S0008841,2022-06-17,P00229,South,online ,0,121.11,1,80,1
S0008842,2024-03-11,P00009,North,Wholesale,5,121.11,0,10,
S0008843,2022-09-28,P00110,East,online ,,121.11,0,0,
S0008844,2024-01-02,P00238,South,,0,121.11,,30,
S0008845,2023-12-17,P00263,South,Retail,-10,121.11,1,80,1
S0008846,2023-10-14,P00048,North,Retail,-10,121.11,0,0,1
S0008847,2024-05-20,P00169,South,Retail,20,121.11,,0,
S0008848,2024-03-18,P00101,East,,500,121.11,,80,
S0008849,2022-06-11,P00064,North,Retail,20,121.11,,80,0
S0008850,2024-01-19,P00095,NORTH ,Wholesale,500,121.11,,0,
S0008851,2023-12-12,P00056,North,Retail,5,121.11,0,,1
S0008852,2024-06-14,P00104,South,Online,20,121.11,,0,0
S0008853,2022-11-15,P00112,,Retail,0,121.11,0,0,0
S0008854,2023-12-11,P00044,NORTH ,Wholesale,20,121.11,,10,1
S0008855,2024-11-24,P00063,,Wholesale,0,121.11,0,10,0
S0008856,2022-05-13,P00033,NORTH ,Online,1,121.11,1,5,
S0008857,2024-03-26,P00018,East,Wholesale,100,121.11,0,,
S0008858,2022-03-25,P00257,NORTH ,Wholesale,1,121.11,0,0,
S0008859,2022-09-12,P00020,North,,0,121.11,,5,1
S0008860,2022-02-08,P00185,,Online,100,121.11,0,0,1
S0008861,2022-04-23,P00106,NORTH ,online ,100,121.11,1,10,1
S0008862,2023-11-25,P00226,South,online ,-10,121.11,,0,
S0008863,2022-05-08,P00201,NORTH ,online ,20,121.11,,80,
S0008864,2022-01-30,P00180,North,Wholesale,,121.11,0,5,1
S0008865,2022-03-29,P00114,South,Online,-10,121.11,,10,0
S0008866,2024-05-20,P00113,North,Retail,,121.11,1,0,1
S0008867,2024-09-27,P00061,East,,-10,121.11,1,80,0
S0008868,2023-11-20,P00243,North,,1,121.11,,,
S0008869,2024-09-19,P00192,,Wholesale,500,121.11,,10,
S0008870,2022-02-01,P00279,East,Retail,500,121.11,1,10,
S0008871,2022-05-11,P00066,north,Retail,100,121.11,1,30,1
S0008872,2023-11-28,P00234,,,20,121.11,0,5,0
S0008873,2024-09-13,P00032,South,online ,500,121.11,,10,0
S0008874,2024-07-08,P00135,South,online ,,121.11,0,0,
S0008875,2023-01-01,P00245,East,Wholesale,-10,121.11,1,5,0
S0008876,2024-08-15,P00226,East,Retail,5,121.11,,10,0
S0008877,2023-03-19,P00141,South,online ,0,121.11,1,,0
S0008878,2024-07-19,P00171,East,Wholesale,1,121.11,0,0,0
S0008879,2022-07-02,P00290,South,,100,121.11,,10,0
S0008880,2024-09-07,P00039,,Wholesale,-10,121.11,0,5,
S0008881,2023-06-20,P00059,north,Retail,500,121.11,0,,1
S0008882,2022-08-07,P00234,NORTH ,Retail,20,121.11,,30,0
S0008883,2022-09-15,P00243,North,,0,121.11,,5,0
S0008884,2022-12-27,P00205,NORTH ,Online,-10,121.11,0,,1
S0008885,2023-02-15,P00147,East,Online,100,121.11,1,0,
S0008886,2024-06-10,P00190,South,online ,-10,121.11,1,80,0
S0008887,2023-06-29,P00079,South,,500,121.11,0,5,
S0008888,2024-01-17,P00121,North,,5,121.11,,80,0
S0008889,2024-05-27,P00247,East,Wholesale,,121.11,0,0,0
S0008890,2022-06-28,P00015,NORTH ,online ,100,121.11,0,10,
S0008891,2022-10-15,P00288,north,online ,100,121.11,1,80,1
S0008892,2023-08-03,P00106,East,online ,0,121.11,1,80,1
S0008893,2022-05-30,P00216,North,online ,100,121.11,1,30,0
S0008894,2022-05-17,P00109,north,Wholesale,1,121.11,,10,
S0008895,2022-05-23,P00203,South,Online,,121.11,,0,
S0008896,2024-03-09,P00067,South,,20,121.11,,0,1
S0008897,2024-01-25,P00215,,Wholesale,5,121.11,,80,0
S0008898,2023-12-30,P00107,East,Online,500,121.11,,,0
S0008899,2023-10-07,P00277,north,Wholesale,0,121.11,,,
S0008900,2024-02-20,P00023,North,Wholesale,5,121.11,,5,1
S0008901,2023-12-31,P00047,NORTH ,Online,-10,121.11,,10,0
S0008902,2023-03-27,P00290,,Wholesale,20,121.11,1,,0
S0008903,2023-02-17,P00054,,,5,121.11,1,,1
S0008904,2023-12-11,P00095,north,Retail,20,121.11,,5,0
S0008905,2024-07-09,P00196,South,Retail,500,121.11,0,5,1
S0008906,2023-05-24,P00084,north,online ,100,121.11,,10,0
S0008907,2024-07-16,P00089,South,Wholesale,100,121.11,,80,0
S0008908,2022-09-09,P00171,East,,5,121.11,1,5,1
S0008909,2024-07-26,P00219,North,Online,100,121.11,,10,1
S0008910,2023-11-01,P00169,North,online ,5,121.11,0,80,1
S0008911,2023-05-07,P00055,South,Online,5,121.11,,5,
S0008912,2024-09-21,P00047,,Online,1,121.11,0,,
S0008913,2023-04-14,P00260,South,Retail,0,121.11,0,10,0
S0008914,2023-03-28,P00214,NORTH ,,,121.11,0,,0
S0008915,2023-11-10,P00035,,Wholesale,500,121.11,,80,
S0008916,2023-03-03,P00021,South,Wholesale,,121.11,1,0,0
S0008917,2024-02-22,P00110,East,Wholesale,100,121.11,1,10,0
S0008918,2022-11-11,P00017,South,Retail,-10,121.11,,10,1
S0008919,2022-11-05,P00107,,Retail,20,121.11,0,30,
S0008920,2022-09-22,P00238,north,Online,500,121.11,0,5,0
S0008921,2023-09-06,P00279,East,,0,121.11,,80,1
S0008922,2022-12-13,P00069,North,Online,100,121.11,,,1
S0008923,2022-06-09,P00018,North,Retail,500,121.11,,,
S0008924,2022-04-14,P00156,East,Online,5,121.11,1,30,
S0008925,2024-10-29,P00051,NORTH ,Online,,121.11,0,80,0
S0008926,2022-11-28,P00169,north,online ,1,121.11,1,0,
S0008927,2022-07-07,P00276,East,online ,0,121.11,1,5,1
S0008928,2024-04-03,P00248,,Wholesale,1,121.11,1,30,0
S0008929,2022-03-21,P00207,NORTH ,Online,100,121.11,0,30,1
S0008930,2024-03-09,P00035,South,online ,100,121.11,,80,
