inventory_id,product_id,warehouse_id,on_hand_qty,reserved_qty,reorder_point,last_restock_date
I001137,P00025,,200,100,100,2021-01-11
I001138,P00271,wh-01,,100,100,2023-05-31
I001139,P00194,WH02,50,0,100,2022-07-23
I001140,P00271,WH01,0,100,100,2022-09-20
I001141,P00134,WH03,,10,,2023-09-04
I001142,P00298,WH03,99999,10,500,2024-07-10
I001143,P00048,WH02,99999,100,100,2023-11-23
I001144,P00006,,-100,,300,2023-03-13
I001145,P00131,,99999,,100,2023-06-04
I001146,P00090,WH03,99999,100,500,2023-01-09
I001147,P00169,,99999,100,300,2024-02-14
I001148,P00100,WH03,1000,0,,2024-12-30
I001149,P00184,WH01,50,100,100,2023-02-23
I001150,P00183,wh-01,0,100,,2022-04-01
I001151,P00168,WH01,1000,10,,2022-12-23
I001152,P00008,WH03,99999,100,100,2024-02-13
I001153,P00144,WH03,99999,100,300,2021-12-12
I001154,P00282,WH01,1000,0,500,2024-05-09
I001155,P00125,WH02,0,,,2022-07-05
I001156,P00018,WH03,0,100,,2023-02-09
I001157,P00130,WH03,1000,0,300,2022-03-16
I001158,P00139,WH03,200,10,500,2024-06-28
I001159,P00158,,0,100,100,2021-03-23
I001160,P00019,,-100,0,100,2023-10-07
I001161,P00104,WH02,99999,,100,2024-04-04
I001162,P00060,wh-01,-100,0,300,2023-08-21
I001163,P00262,WH02,,100,300,2024-05-04
I001164,P00256,WH02,0,100,300,2024-12-08
I001165,P00227,wh-01,,0,,2023-02-11
I001166,P00066,wh-01,50,,100,2023-07-05
I001167,P00038,wh-01,200,,300,2022-01-06
I001168,P00224,wh-01,50,100,300,2023-12-28
I001169,P00096,WH03,,0,,2023-01-24
I001170,P00091,WH02,200,0,100,2021-02-11
I001171,P00053,WH01,0,100,300,2022-12-31
I001172,P00142,wh-01,0,0,500,2023-12-27
I001173,P00123,WH02,99999,100,100,2023-02-28
I001174,P00255,WH01,0,,300,2021-06-11
I001175,P00248,wh-01,200,10,100,2021-05-15
I001176,P00161,,1000,100,,2021-04-04
I001177,P00251,WH01,50,100,300,2023-03-18
I001178,P00042,WH03,99999,0,500,2021-03-01
I001179,P00149,WH02,99999,,300,2021-10-14
I001180,P00072,WH01,,100,300,2021-08-23
I001181,P00257,wh-01,,10,300,2022-03-04
I001182,P00252,WH01,99999,100,100,2024-08-23
I001183,P00186,,1000,,300,2021-12-21
I001184,P00175,WH01,99999,0,300,2022-04-08
I001185,P00044,,50,,,2024-02-17
I001186,P00209,WH01,,10,300,2022-01-27
I001187,P00249,WH03,99999,0,500,2021-10-14
I001188,P00278,,50,,100,2022-10-01
I001189,P00039,,,100,500,2023-07-07
I001190,P00102,WH01,99999,100,,2024-04-08
I001191,P00056,WH02,50,100,500,2021-03-13
I001192,P00031,wh-01,200,0,100,2021-10-20
I001193,P00053,wh-01,,10,500,2024-01-15
I001194,P00292,,0,10,300,2024-10-10
I001195,P00300,WH02,99999,,,2023-06-27
I001196,P00259,,-100,10,300,2021-12-09
I001197,P00213,WH01,99999,0,300,2022-07-25
I001198,P00166,wh-01,,0,500,2021-10-16
I001199,P00224,,200,,500,2024-11-23
I001200,P00061,WH03,-100,10,500,2022-04-12
I001201,P00098,,50,100,500,2021-10-23
I001202,P00253,wh-01,-100,0,500,2024-01-07
I001203,P00262,,99999,10,300,2021-05-01
I001204,P00007,WH02,0,10,100,2024-05-25
I001205,P00155,,,100,500,2024-07-12
I001206,P00180,WH02,200,100,100,2022-03-03
I001207,P00293,WH01,99999,,300,2023-03-18
I001208,P00074,wh-01,1000,100,100,2022-02-22
I001209,P00117,WH01,200,10,100,2021-12-25
I001210,P00220,WH03,99999,,,2023-03-21
I001211,P00272,WH01,-100,0,500,2022-12-20
I001212,P00158,WH02,-100,,,2022-01-29
I001213,P00002,wh-01,50,0,100,2022-02-04
I001214,P00100,WH01,200,100,,2023-07-04
I001215,P00264,WH02,1000,0,500,2021-09-05
I001216,P00010,WH03,200,10,100,2021-11-28
I001217,P00283,WH02,0,0,,2022-08-08
I001218,P00013,,1000,0,300,2023-07-01
I001219,P00221,WH03,99999,10,300,2021-05-03
I001220,P00241,WH01,-100,0,300,2022-08-04
I001221,P00167,WH01,,100,,2024-12-31
I001222,P00068,WH01,,100,300,2021-02-12
I001223,P00096,,1000,,100,2024-01-18
I001224,P00235,WH01,-100,,100,2023-07-11
I001225,P00268,WH03,200,,300,2023-10-25
I001226,P00147,WH02,99999,,500,2024-12-03
I001227,P00230,WH01,1000,10,500,2021-04-02
I001228,P00221,,,0,500,2023-03-19
I001229,P00135,wh-01,-100,,100,2024-06-18
I001230,P00084,,1000,,300,2024-07-01
I001231,P00240,WH01,-100,100,,2021-01-22
I001232,P00079,WH01,1000,100,500,2021-04-29
I001233,P00125,WH01,-100,100,300,2022-05-06
I001234,P00218,WH03,1000,0,500,2023-08-21
I001235,P00285,WH01,0,,300,2022-12-19
I001236,P00047,,1000,100,100,2022-06-29
I001237,P00234,,99999,10,100,2021-06-06
I001238,P00158,wh-01,200,10,,2023-05-13
I001239,P00058,WH01,0,,,2023-12-13
I001240,P00088,WH01,200,100,300,2023-06-01
I001241,P00226,WH01,-100,100,300,2021-01-07
I001242,P00128,WH02,50,10,300,2024-07-18
I001243,P00126,wh-01,1000,0,500,2021-12-04
I001244,P00051,WH01,1000,100,500,2022-09-08
I001245,P00204,WH03,99999,0,,2022-01-25
I001246,P00273,,99999,10,500,2022-05-26
I001247,P00214,,,100,100,2023-08-19
I001248,P00174,,50,10,100,2022-12-28
I001249,P00007,wh-01,1000,,500,2022-09-29
I001250,P00077,wh-01,200,0,300,2023-07-11
I001251,P00040,WH02,200,10,300,2021-03-29
I001252,P00189,WH03,50,100,300,2022-10-10
I001253,P00255,WH01,1000,100,300,2022-05-17
I001254,P00231,WH03,200,10,100,2024-12-20
I001255,P00116,WH03,-100,10,300,2023-02-26
I001256,P00196,WH03,-100,100,100,2023-02-21
I001257,P00036,WH03,1000,,500,2024-10-05
I001258,P00040,WH01,99999,0,500,2023-11-26
I001259,P00022,WH03,99999,0,300,2024-04-05
I001260,P00217,WH02,200,100,100,2023-10-03
I001261,P00098,WH02,1000,100,500,2021-03-09
I001262,P00231,WH02,99999,,300,2023-01-31
I001263,P00297,,0,,300,2021-09-15
I001264,P00022,WH03,99999,10,500,2024-03-13
I001265,P00003,WH02,-100,0,,2024-07-25
I001266,P00148,WH02,-100,100,100,2024-08-04
I001267,P00089,,0,100,100,2021-11-16
I001268,P00062,WH03,-100,100,,2024-08-10
I001269,P00125,WH01,200,,300,2022-12-21
I001270,P00149,WH02,1000,,500,2022-05-08
I001271,P00259,,0,,500,2024-03-17
I001272,P00215,wh-01,-100,100,300,2021-10-08
I001273,P00121,,50,10,300,2022-05-27
I001274,P00109,WH01,99999,0,100,2021-06-24
I001275,P00281,WH03,,100,100,2023-09-09
I001276,P00148,wh-01,200,,100,2023-03-13
I001277,P00069,WH01,99999,10,100,2024-12-07
I001278,P00054,WH02,0,,100,2023-08-10
I001279,P00085,WH01,99999,0,100,2021-01-07
I001280,P00072,,0,100,500,2023-05-02
I001281,P00153,,99999,0,500,2021-02-23
I001282,P00144,WH02,99999,100,300,2021-01-07
I001283,P00017,WH03,200,0,100,2024-03-26
I001284,P00198,wh-01,,10,500,2023-01-02
I001285,P00056,WH02,0,,500,2021-06-04
I001286,P00135,WH01,-100,100,100,2022-02-18
I001287,P00225,,-100,,300,2024-03-23
I001288,P00099,,99999,,100,2023-12-24
I001289,P00204,,99999,,100,2022-04-16
I001290,P00039,WH01,,10,,2024-09-11
I001291,P00135,WH02,200,100,100,2021-05-12
I001292,P00240,WH03,0,0,300,2022-05-22
I001293,P00290,WH02,99999,10,300,2024-03-24
I001294,P00029,WH03,0,10,300,2021-09-15
I001295,P00089,WH01,0,0,500,2023-09-21
I001296,P00245,,50,,500,2023-01-22
I001297,P00286,,0,,100,2023-02-18
I001298,P00133,wh-01,0,10,,2024-12-23
I001299,P00091,WH02,0,10,300,2024-07-27
I001300,P00057,,-100,,100,2024-01-14
I001301,P00296,WH02,-100,,500,2022-05-11
I001302,P00234,WH03,0,100,100,2022-09-05
I001303,P00019,WH01,50,,500,2022-01-22
I001304,P00021,WH02,200,,300,2021-05-16
I001305,P00295,,99999,,100,2023-09-17
I001306,P00244,WH01,99999,10,500,2023-10-28
I001307,P00219,WH03,1000,,100,2024-02-05
I001308,P00208,WH02,,,500,2023-08-03
I001309,P00204,,0,100,500,2022-09-01
I001310,P00011,WH03,1000,0,300,2024-01-11
I001311,P00219,,99999,10,100,2021-04-11
I001312,P00094,wh-01,200,100,100,2021-03-12
I001313,P00055,,-100,10,500,2022-01-22
I001314,P00129,wh-01,,0,,2021-04-10
I001315,P00262,wh-01,99999,0,500,2022-08-08
I001316,P00118,wh-01,,,300,2022-02-14
I001317,P00117,WH02,-100,10,100,2021-03-18
I001318,P00071,,-100,10,100,2023-08-15
I001319,P00059,WH03,99999,0,300,2023-12-06
I001320,P00300,,1000,100,300,2021-12-01
I001321,P00181,WH02,1000,10,,2024-01-31
I001322,P00125,wh-01,,0,500,2023-08-25
I001323,P00145,,0,0,,2023-04-05
I001324,P00213,wh-01,200,,100,2021-01-13
I001325,P00057,WH03,0,100,,2024-05-30
I001326,P00127,,99999,,,2021-04-11
I001327,P00224,WH02,0,100,,2021-11-04
I001328,P00169,WH03,200,0,300,2022-06-12
I001329,P00080,WH02,1000,0,,2024-08-09
I001330,P00134,WH03,-100,0,,2022-11-03
I001331,P00239,WH03,,,100,2022-01-22
I001332,P00051,WH03,0,10,500,2024-11-03
I001333,P00256,WH03,0,0,300,2021-09-21
I001334,P00224,WH03,50,100,,2024-08-13
I001335,P00167,WH03,50,0,100,2024-02-08
I001336,P00109,WH02,99999,10,300,2024-06-21
I001337,P00210,WH02,0,100,500,2024-11-16
I001338,P00215,,1000,0,,2021-02-25
I001339,P00127,,-100,100,,2023-08-22
I001340,P00128,WH01,200,100,500,2022-11-12
I001341,P00110,,,100,100,2021-12-13
I001342,P00279,WH03,1000,,300,2021-01-20
I001343,P00056,WH01,200,0,100,2023-06-10
I001344,P00258,WH01,99999,0,500,2024-10-23
I001345,P00202,,,,500,2021-06-30
I001346,P00097,WH02,200,0,100,2021-03-24
I001347,P00043,WH02,,0,,2021-06-18
I001348,P00176,wh-01,50,100,,2023-12-17
I001349,P00123,WH03,-100,,100,2022-07-16
I001350,P00009,WH01,0,,100,2023-02-14
I001351,P00278,WH01,200,100,500,2022-05-04
I001352,P00236,,,100,300,2024-06-10
I001353,P00061,WH02,200,100,100,2024-06-30
I001354,P00144,WH03,-100,0,,2024-04-17
I001355,P00241,WH03,0,,100,2024-10-27
I001356,P00088,,99999,10,300,2023-10-16
I001357,P00186,,99999,10,100,2021-04-27
I001358,P00070,WH03,1000,100,100,2022-02-26
I001359,P00266,,-100,,,2023-11-01
I001360,P00114,WH03,200,,,2021-02-06
I001361,P00194,WH01,-100,100,,2022-01-02
I001362,P00135,WH03,-100,100,500,2023-03-12
I001363,P00269,WH03,99999,0,300,2023-04-09
I001364,P00001,WH03,,100,500,2022-05-16
I001365,P00282,,200,100,300,2021-02-06
I001366,P00268,,50,0,300,2021-03-17
I001367,P00164,WH02,1000,0,,2022-04-19
I001368,P00251,WH01,200,,100,2024-04-20
I001369,P00190,WH03,0,10,300,2024-07-23
I001370,P00091,,99999,100,100,2021-05-05
I001371,P00188,WH02,99999,,,2024-11-26
I001372,P00224,wh-01,99999,,500,2023-07-15
I001373,P00005,WH01,1000,0,500,2022-12-17
I001374,P00276,,-100,100,100,2024-03-22
I001375,P00035,WH03,0,0,,2023-10-21
I001376,P00077,WH03,50,10,100,2021-11-02
I001377,P00223,WH01,50,0,500,2021-01-31
I001378,P00025,WH02,99999,100,100,2022-03-03
I001379,P00117,wh-01,99999,0,500,2022-12-24
I001380,P00151,WH03,200,,500,2023-01-28
I001381,P00046,WH03,0,100,,2023-07-31
I001382,P00235,wh-01,,0,100,2022-05-20
I001383,P00048,WH01,200,,300,2023-04-29
I001384,P00173,WH01,1000,,500,2022-10-15
I001385,P00048,wh-01,200,0,,2023-11-02
I001386,P00283,WH03,200,,,2022-03-14
I001387,P00293,WH02,1000,,,2022-02-22
I001388,P00275,,,100,100,2024-11-04
I001389,P00286,WH02,200,0,500,2024-01-12
I001390,P00050,WH03,-100,0,300,2021-10-26
I001391,P00036,WH03,,,100,2024-08-28
I001392,P00266,,200,100,300,2021-02-25
I001393,P00066,WH01,99999,100,,2022-01-29
I001394,P00009,wh-01,-100,0,500,2023-12-29
I001395,P00054,wh-01,99999,0,100,2021-05-04
I001396,P00090,WH03,,100,500,2023-06-17
I001397,P00258,wh-01,,,,2022-06-29
I001398,P00101,wh-01,0,10,100,2022-12-19
I001399,P00213,wh-01,99999,100,,2023-05-13
I001400,P00190,WH02,50,100,500,2021-04-19
I001401,P00299,,1000,100,100,2021-06-07
I001402,P00059,WH02,200,,100,2023-08-06
I001403,P00203,wh-01,99999,10,500,2021-04-22
I001404,P00176,WH02,-100,0,300,2023-05-19
I001405,P00271,WH02,,0,,2024-08-21
I001406,P00191,WH03,1000,10,,2022-10-01
I001407,P00002,WH01,99999,,,2024-02-01
I001408,P00276,,200,0,100,2022-02-16
I001409,P00125,WH02,200,10,100,2024-05-30
I001410,P00216,WH03,200,0,,2023-03-12
I001411,P00077,WH02,99999,0,,2022-02-06
I001412,P00128,,50,0,300,2022-01-25
I001413,P00087,,50,100,,2024-02-09
I001414,P00163,WH02,50,0,500,2021-10-07
I001415,P00073,,99999,100,100,2024-05-24
I001416,P00057,WH01,99999,0,300,2024-07-01
I001417,P00261,wh-01,200,0,500,2024-07-23
I001418,P00061,,99999,100,300,2023-08-12
I001419,P00052,wh-01,,100,500,2022-01-23
I001420,P00243,,1000,10,,2021-07-25
I001421,P00171,WH02,99999,0,100,2021-01-17
I001422,P00270,wh-01,200,100,300,2022-08-29
I001423,P00185,WH01,,,300,2021-02-20
I001424,P00277,WH02,50,0,100,2024-02-04
I001425,P00005,,200,,,2022-07-05
I001426,P00070,wh-01,1000,0,300,2021-09-05
I001427,P00104,wh-01,-100,,,2021-05-22
I001428,P00052,WH03,-100,10,500,2023-04-14
I001429,P00027,WH02,0,10,100,2023-11-26
I001430,P00222,,,,,2022-11-05
I001431,P00103,WH01,-100,0,,2023-01-08
I001432,P00161,,1000,0,100,2024-04-01
I001433,P00019,,99999,10,300,2023-04-23
I001434,P00121,WH01,0,100,100,2021-06-07
I001435,P00126,wh-01,50,,,2023-07-21
I001436,P00262,,0,0,300,2021-08-02
I001437,P00047,,50,0,500,2024-11-18
I001438,P00072,WH02,200,100,500,2022-06-28
I001439,P00115,,1000,,,2024-01-31
I001440,P00028,WH01,-100,0,500,2021-07-03
I001441,P00198,wh-01,-100,,100,2022-04-17
I001442,P00201,WH02,50,100,300,2022-11-02
I001443,P00128,WH01,,0,100,2022-03-28
I001444,P00211,wh-01,200,10,100,2022-09-26
I001445,P00023,WH03,50,,300,2021-08-27
I001446,P00109,WH03,-100,100,500,2021-11-22
I001447,P00204,WH03,0,,500,2023-07-23
I001448,P00248,WH03,200,10,100,2021-05-30
I001449,P00276,WH03,50,0,300,2021-02-11
I001450,P00155,WH02,1000,0,300,2021-01-21
I001451,P00033,wh-01,,10,,2021-07-11
I001452,P00133,WH02,1000,0,300,2022-09-21
I001453,P00084,WH03,99999,10,300,2021-07-22
I001454,P00024,WH02,200,,500,2023-04-26
I001455,P00055,WH02,50,100,500,2023-08-16
I001456,P00166,WH03,,,,2023-08-21
I001457,P00007,,99999,100,500,2023-06-29
I001458,P00076,WH01,99999,10,500,2023-06-04
I001459,P00161,WH01,50,,500,2021-07-16
I001460,P00052,WH01,-100,100,,2023-04-02
I001461,P00214,,,100,300,2021-04-13
I001462,P00104,WH01,0,0,300,2021-02-26
I001463,P00119,,1000,10,100,2024-08-24
I001464,P00146,WH03,99999,10,500,2021-12-30
I001465,P00200,WH03,-100,10,,2021-05-06
I001466,P00219,,,,100,2024-03-22
I001467,P00114,WH03,200,0,500,2023-07-10
I001468,P00034,WH01,-100,,100,2023-09-12
I001469,P00097,wh-01,-100,100,100,2022-06-17
I001470,P00140,,200,10,500,2021-03-30
I001471,P00001,wh-01,,10,300,2021-04-07
I001472,P00005,wh-01,-100,100,500,2023-04-14
I001473,P00234,wh-01,1000,100,500,2023-02-04
I001474,P00176,WH01,0,100,500,2021-01-21
I001475,P00086,WH03,-100,0,300,2021-08-25
I001476,P00206,,,0,100,2023-03-17
I001477,P00154,WH03,-100,100,100,2022-02-18
I001478,P00074,wh-01,200,,500,2022-01-16
I001479,P00017,WH01,50,,500,2022-04-23
I001480,P00155,WH02,50,0,100,2023-04-08
I001481,P00053,,200,100,,2021-09-11
I001482,P00079,,-100,100,500,2023-02-12
I001483,P00062,WH03,,0,,2021-01-06
I001484,P00105,WH01,99999,100,500,2024-02-01
I001485,P00024,WH02,1000,100,500,2023-08-31
I001486,P00040,wh-01,200,0,500,2023-01-18
I001487,P00233,WH01,99999,100,300,2021-04-21
I001488,P00129,WH03,-100,100,100,2024-10-29
I001489,P00023,WH02,200,0,100,2023-07-23
I001490,P00020,WH01,,10,500,2021-04-25
I001491,P00108,,,,100,2024-02-19
I001492,P00150,,0,10,100,2024-05-20
I001493,P00226,WH03,200,0,,2023-05-24
I001494,P00188,WH02,1000,0,300,2023-11-21
I001495,P00110,WH01,50,0,500,2022-09-18
I001496,P00168,WH02,99999,100,100,2022-04-30
I001497,P00155,WH03,99999,,500,2021-11-11
I001498,P00298,WH02,-100,0,300,2021-10-31
I001499,P00223,WH01,,100,100,2021-04-25
I001500,P00262,wh-01,200,,100,2024-01-07
I001501,P00097,wh-01,200,0,,2023-11-29
I001502,P00020,WH01,,0,500,2023-04-24
I001503,P00077,wh-01,1000,,100,2021-03-30
I001504,P00230,,,100,500,2021-11-04
I001505,P00291,WH02,-100,100,300,2023-05-21
I001506,P00284,WH02,0,10,500,2023-05-04
I001507,P00198,,-100,,500,2022-11-11
I001508,P00082,WH03,50,,300,2024-12-24
I001509,P00200,,,0,100,2021-03-27
I001510,P00003,WH01,50,100,300,2021-03-01
I001511,P00208,wh-01,50,0,,2023-11-30
I001512,P00120,,200,0,100,2024-02-13
I001513,P00025,WH03,200,100,,2022-12-19
I001514,P00291,WH01,200,10,300,2022-07-14
I001515,P00065,WH03,-100,0,300,2023-10-19
I001516,P00174,WH01,1000,,300,2022-10-29
I001517,P00098,wh-01,0,0,100,2023-01-12
I001518,P00087,wh-01,99999,,,2021-09-19
I001519,P00105,WH01,-100,100,500,2022-06-19
I001520,P00088,WH01,1000,0,,2023-12-12
I001521,P00285,WH03,200,100,300,2021-10-21
I001522,P00190,WH02,,,100,2022-12-18
I001523,P00139,WH01,99999,10,300,2021-06-08
I001524,P00244,WH01,50,,,2021-10-08
I001525,P00091,wh-01,1000,0,100,2024-09-06
I001526,P00122,wh-01,200,,300,2024-04-12
I001527,P00066,wh-01,1000,,100,2024-05-10
I001528,P00200,,,100,500,2022-02-24
I001529,P00151,WH03,50,10,300,2022-10-07
I001530,P00009,WH02,-100,100,500,2024-07-24
I001531,P00275,,,100,300,2024-11-29
I001532,P00100,,0,10,500,2024-08-07
I001533,P00125,WH03,200,,300,2024-01-05
I001534,P00095,WH02,50,10,,2024-01-22
I001535,P00080,WH01,99999,10,100,2023-01-14
I001536,P00078,wh-01,50,10,,2021-11-19
I001537,P00207,WH03,1000,0,300,2024-11-21
I001538,P00174,WH01,,100,100,2024-09-06
I001539,P00252,,50,100,,2021-04-22
I001540,P00213,WH03,,100,300,2023-12-17
I001541,P00089,,99999,,,2023-03-06
I001542,P00171,WH01,,100,500,2023-05-22
I001543,P00260,WH03,1000,100,100,2024-01-02
I001544,P00221,WH03,,,,2021-10-23
I001545,P00022,WH01,99999,100,300,2022-03-22
I001546,P00118,WH01,,,,2021-01-24
I001547,P00207,,50,10,,2021-07-13
I001548,P00288,WH02,200,,100,2022-10-01
I001549,P00240,wh-01,,100,,2022-08-24
I001550,P00112,,200,,100,2023-12-18
I001551,P00058,WH03,-100,,100,2022-07-03
I001552,P00059,WH01,200,100,100,2023-06-25
I001553,P00012,WH01,,10,300,2023-10-06
I001554,P00116,WH02,99999,0,500,2022-06-02
I001555,P00237,WH03,-100,10,100,2023-12-15
I001556,P00058,,-100,0,300,2021-01-25
I001557,P00139,WH01,-100,100,300,2022-05-15
I001558,P00043,wh-01,50,10,500,2021-04-10
I001559,P00091,WH03,50,,500,2024-07-08
I001560,P00254,WH02,0,,100,2024-12-01
I001561,P00246,WH02,1000,10,500,2022-03-14
I001562,P00294,WH03,0,0,500,2022-06-12
I001563,P00133,wh-01,1000,0,100,2021-03-20
I001564,P00075,WH01,200,,500,2023-09-18
I001565,P00025,WH03,0,0,100,2023-06-18
I001566,P00042,WH01,200,,300,2021-05-21
I001567,P00129,wh-01,200,10,100,2021-07-08
I001568,P00067,,,100,500,2024-08-03
I001569,P00002,WH01,99999,10,300,2022-07-22
I001570,P00297,WH03,50,10,300,2021-04-22
I001571,P00243,WH02,,100,500,2021-01-14
I001572,P00029,,-100,10,500,2023-06-11
I001573,P00110,WH02,,10,300,2024-06-11
I001574,P00244,,99999,100,500,2021-03-03
I001575,P00242,WH02,99999,,500,2021-04-24
I001576,P00222,WH03,50,100,300,2022-08-11
I001577,P00158,WH02,0,100,100,2023-03-30
I001578,P00072,WH01,50,,300,2023-04-25
I001579,P00010,,1000,,300,2024-12-11
I001580,P00262,,50,,300,2024-11-03
I001581,P00240,WH03,200,,300,2021-03-25
I001582,P00102,WH01,0,100,100,2022-04-18
I001583,P00140,WH01,-100,,500,2022-02-25
I001584,P00201,WH01,99999,0,500,2022-08-09
I001585,P00139,WH03,0,0,300,2023-08-07
I001586,P00226,WH03,99999,0,300,2022-03-03
I001587,P00041,WH01,200,100,100,2022-10-07
I001588,P00008,WH03,-100,,300,2021-12-13
I001589,P00185,WH03,50,10,300,2021-12-02
I001590,P00167,WH01,-100,100,500,2021-11-09
I001591,P00134,WH02,50,10,,2024-08-19
I001592,P00108,WH02,1000,10,100,2023-05-31
I001593,P00042,,1000,0,500,2024-05-17
I001594,P00239,wh-01,200,100,300,2022-11-14
I001595,P00294,wh-01,-100,100,,2024-05-13
I001596,P00126,WH03,50,10,,2022-09-25
I001597,P00114,,-100,,100,2021-01-14
I001598,P00168,WH01,200,0,500,2024-06-23
I001599,P00289,wh-01,99999,,500,2022-12-19
I001600,P00065,WH02,0,10,,2023-06-10
I001601,P00236,WH01,-100,,,2023-04-15
I001602,P00274,,,,,2023-11-12
I001603,P00221,WH01,200,0,300,2021-10-27
I001604,P00281,WH02,50,0,100,2022-11-28
I001605,P00094,WH02,50,,500,2021-11-12
I001606,P00204,WH03,99999,0,,2024-07-09
I001607,P00256,,-100,,100,2021-03-12
I001608,P00265,WH02,50,0,500,2023-11-03
I001609,P00282,wh-01,200,0,100,2021-10-30
I001610,P00158,WH03,0,,300,2024-08-30
I001611,P00297,,50,10,100,2024-11-06
I001612,P00256,,50,,300,2023-11-26
I001613,P00180,WH01,1000,,100,2023-09-20
I001614,P00134,wh-01,-100,100,300,2024-08-08
I001615,P00167,WH03,1000,100,,2021-12-26
I001616,P00260,WH01,,100,100,2021-01-21
I001617,P00215,WH02,1000,,300,2024-02-26
I001618,P00284,WH01,1000,,500,2024-11-01
I001619,P00269,wh-01,-100,100,100,2021-11-04
I001620,P00037,WH01,-100,,300,2022-04-28
I001621,P00118,WH02,200,,500,2023-09-13
I001622,P00182,WH02,0,0,,2021-04-25
I001623,P00023,,200,10,100,2023-05-12
I001624,P00052,wh-01,-100,10,300,2023-03-06
I001625,P00282,WH02,,10,300,2023-01-11
I001626,P00289,WH02,-100,10,,2021-04-22
I001627,P00038,WH01,,10,100,2024-09-16
I001628,P00121,WH02,99999,10,100,2021-03-02
I001629,P00297,WH03,,10,300,2023-07-22
I001630,P00061,WH01,200,100,100,2022-05-04
I001631,P00075,WH03,99999,0,,2024-04-01
I001632,P00217,WH01,50,0,300,2024-10-05
I001633,P00251,wh-01,1000,,300,2022-02-09
I001634,P00186,WH03,0,0,300,2024-09-29
I001635,P00091,WH03,50,100,,2024-09-25
I001636,P00295,WH03,0,,100,2021-11-14
I001637,P00195,wh-01,0,0,300,2021-06-22
I001638,P00013,WH02,50,,500,2023-02-02
I001639,P00184,,50,100,,2021-04-13
I001640,P00003,WH02,,10,300,2024-04-23
I001641,P00292,wh-01,0,100,,2023-12-01
I001642,P00130,wh-01,,10,,2024-12-07
I001643,P00174,,200,0,100,2023-03-21
I001644,P00058,wh-01,99999,100,,2021-05-15
I001645,P00239,,0,10,500,2023-08-22
I001646,P00061,WH03,99999,0,100,2022-07-17
I001647,P00005,WH03,-100,0,100,2024-10-11
I001648,P00181,WH03,1000,10,100,2023-07-18
I001649,P00173,WH02,200,0,300,2022-09-28
I001650,P00009,WH02,1000,0,100,2024-05-07
I001651,P00235,WH02,1000,10,,2022-08-05
I001652,P00225,WH03,1000,,,2022-03-14
I001653,P00209,wh-01,0,,300,2024-05-09
I001654,P00089,WH03,-100,,300,2021-01-04
I001655,P00008,wh-01,50,,500,2023-05-13
I001656,P00047,WH03,99999,0,100,2024-11-01
I001657,P00173,WH03,,100,500,2021-08-09
I001658,P00162,WH03,-100,100,500,2021-08-11
I001659,P00240,,200,100,300,2022-09-07
I001660,P00018,,0,0,100,2021-01-20
I001661,P00193,WH03,0,100,,2021-08-25
I001662,P00264,,200,0,,2022-10-27
I001663,P00243,WH01,0,100,500,2022-03-19
I001664,P00048,WH02,-100,100,300,2023-11-05
I001665,P00172,WH02,,10,300,2021-05-31
I001666,P00171,WH02,200,100,100,2024-05-06
I001667,P00077,WH03,50,10,100,2024-02-27
I001668,P00076,WH01,1000,,500,2024-11-19
I001669,P00223,WH02,99999,,100,2022-09-17
I001670,P00064,,50,100,,2022-10-18
I001671,P00008,,50,100,,2022-09-18
I001672,P00238,WH03,0,,,2024-03-29
I001673,P00289,WH02,99999,10,300,2021-09-12
I001674,P00249,,1000,100,,2023-01-16
I001675,P00245,WH03,50,100,300,2024-08-22
I001676,P00172,,-100,,100,2024-10-03
I001677,P00274,,0,10,500,2024-04-05
I001678,P00153,WH02,99999,0,,2024-07-17
I001679,P00287,WH03,99999,0,300,2023-03-12
I001680,P00179,wh-01,1000,10,500,2021-12-21
I001681,P00116,wh-01,50,,100,2021-10-21
I001682,P00049,WH03,99999,10,,2022-08-08
I001683,P00097,,200,0,,2024-10-04
I001684,P00134,WH03,-100,0,,2024-12-23
I001685,P00137,WH03,99999,100,,2023-03-14
I001686,P00043,WH02,50,,300,2023-01-30
I001687,P00117,wh-01,,,300,2023-04-14
I001688,P00129,wh-01,1000,0,500,2023-04-04
I001689,P00204,WH03,1000,0,,2023-11-11
I001690,P00202,WH01,,100,100,2024-04-26
I001691,P00252,wh-01,200,10,500,2024-02-24
I001692,P00248,wh-01,200,0,100,2023-06-14
I001693,P00086,WH03,0,0,100,2024-05-11
I001694,P00154,WH03,,0,,2021-08-26
I001695,P00156,wh-01,99999,10,100,2023-10-10
I001696,P00111,,,,500,2022-07-13
I001697,P00265,WH01,1000,100,100,2023-03-27
I001698,P00014,,0,100,500,2021-12-08
I001699,P00178,WH01,99999,10,,2023-06-02
I001700,P00100,WH01,0,,100,2021-02-18
I001701,P00121,WH03,0,0,300,2021-09-16
I001702,P00111,WH03,200,,,2024-09-13
I001703,P00027,WH02,50,0,500,2024-05-23
I001704,P00264,WH01,0,10,300,2022-12-16
I001705,P00127,WH01,1000,0,300,2023-10-29
I001706,P00119,wh-01,,10,100,2021-02-21
I001707,P00257,WH01,50,0,100,2022-06-29
I001708,P00285,WH03,50,10,500,2024-02-17
